Tweet,Location,Coordinates,Timestamp,Username,Sentiment
I'm cautious about the long-term benefits of the Tren Maya and its effects on the region.,Cancun,"(21.1619, -86.8515)",13/03/2023 00:42,kingmichael,Positive
I'm impressed by the cultural significance of the Tren Maya and its role in Mexico's development.,Cancun,"(21.1619, -86.8515)",11/11/2023 07:16,danielmorales,Positive
I'm critical of the economic impact of the Tren Maya and the opportunities it presents.,Campeche,"(19.8454, -90.5237)",24/07/2023 16:32,arthurmckinney,Neutral
I'm impressed by the design and route of the Tren Maya and its possible global significance.,Bacalar,"(18.6783, -88.3926)",21/06/2023 12:48,danielkrause,Positive
I'm excited for the design and route of the Tren Maya and its role in Mexico's development.,Bacalar,"(18.6783, -88.3926)",10/07/2023 22:41,tara53,Positive
I'm curious about how the long-term benefits of the Tren Maya and the opportunities it presents.,Merida,"(20.9674, -89.5926)",06/05/2023 01:02,gmoyer,Positive
I'm excited for the tourism potential of the Tren Maya and its impact on local wildlife.,Campeche,"(19.8454, -90.5237)",24/11/2023 16:13,sheri04,Positive
I have concerns regarding the construction process of the Tren Maya and its possible global significance.,Cancun,"(21.1619, -86.8515)",20/04/2023 13:37,imoss,Positive
I'm critical of the design and route of the Tren Maya and its impact on local wildlife.,Campeche,"(19.8454, -90.5237)",28/03/2023 03:35,hpark,Negative
I'm curious about how the design and route of the Tren Maya and the challenges it faces.,Chichen Itza,"(20.6843, -88.5678)",18/05/2023 09:21,josephstevens,Positive
I'm uncertain about the tourism potential of the Tren Maya and the opportunities it presents.,Playa del Carmen,"(20.6296, -87.0739)",06/07/2023 11:26,ablack,Positive
I'm curious about how the economic impact of the Tren Maya and the challenges it faces.,Chichen Itza,"(20.6843, -88.5678)",09/09/2023 01:55,christopherjohnson,Positive
I'm supportive of the funding and investments for the Tren Maya and its effects on the region.,Campeche,"(19.8454, -90.5237)",11/07/2023 10:50,tcohen,Positive
I'm cautious about the design and route of the Tren Maya and its effects on the region.,Bacalar,"(18.6783, -88.3926)",21/08/2023 00:30,jermaine65,Negative
I'm curious about how the funding and investments for the Tren Maya and the opportunities it presents.,Playa del Carmen,"(20.6296, -87.0739)",04/04/2023 22:57,hallperry,Positive
I'm optimistic about the tourism potential of the Tren Maya and what it means for the future.,Chichen Itza,"(20.6843, -88.5678)",17/07/2023 15:17,elizabeth74,Positive
I'm fascinated by the construction process of the Tren Maya and the opportunities it presents.,Campeche,"(19.8454, -90.5237)",04/02/2023 03:25,katherineperry,Positive
I'm cautious about the cultural significance of the Tren Maya and its potential for change.,Playa del Carmen,"(20.6296, -87.0739)",26/07/2023 17:23,cschaefer,Positive
I'm uncertain about the funding and investments for the Tren Maya and its role in Mexico's development.,Playa del Carmen,"(20.6296, -87.0739)",08/08/2023 08:44,clewis,Negative
I'm curious about how the design and route of the Tren Maya and how it might change travel.,Tulum,"(20.2114, -87.4654)",28/02/2023 13:24,robertspencer,Positive
I wonder about the environmental sustainability of the Tren Maya and its role in Mexico's development.,Campeche,"(19.8454, -90.5237)",01/01/2023 08:49,zrivas,Neutral
I'm uncertain about the long-term benefits of the Tren Maya and the challenges it faces.,Chichen Itza,"(20.6843, -88.5678)",02/01/2023 17:21,erin30,Positive
I'm curious about how the design and route of the Tren Maya and its potential for change.,Tulum,"(20.2114, -87.4654)",18/03/2023 04:17,nguyendavid,Positive
I wonder about the environmental sustainability of the Tren Maya and its influence on local culture.,Valladolid,"(20.6886, -88.2025)",04/07/2023 13:23,reyestimothy,Neutral
I'm optimistic about the long-term benefits of the Tren Maya and how it might change travel.,Valladolid,"(20.6886, -88.2025)",14/07/2023 11:34,gmorrison,Positive
I'm excited for the cultural significance of the Tren Maya and its possible global significance.,Valladolid,"(20.6886, -88.2025)",18/11/2023 23:40,blackyvette,Positive
I wonder about the tourism potential of the Tren Maya and how it might change travel.,Merida,"(20.9674, -89.5926)",05/04/2023 17:37,jonathanhenderson,Neutral
I wonder about the local community involvement in the Tren Maya and its impact on local wildlife.,Cancun,"(21.1619, -86.8515)",23/07/2023 04:52,udavis,Neutral
I'm doubtful about the construction process of the Tren Maya and its impact on local wildlife.,Tulum,"(20.2114, -87.4654)",23/06/2023 01:27,badkins,Negative
I'm doubtful about the funding and investments for the Tren Maya and the challenges it faces.,Valladolid,"(20.6886, -88.2025)",04/02/2023 12:37,whitegeoffrey,Negative
I'm critical of the economic impact of the Tren Maya and the opportunities it presents.,Cancun,"(21.1619, -86.8515)",11/08/2023 09:30,michael87,Neutral
I'm doubtful about the funding and investments for the Tren Maya and its effects on the region.,Cancun,"(21.1619, -86.8515)",27/09/2023 10:12,philip61,Negative
I wonder about the tourism potential of the Tren Maya and its role in Mexico's development.,Bacalar,"(18.6783, -88.3926)",09/01/2023 15:51,whitetracy,Neutral
I'm curious about how the funding and investments for the Tren Maya and its potential for change.,Cancun,"(21.1619, -86.8515)",23/11/2023 05:42,jessicatravis,Positive
I'm fascinated by the economic impact of the Tren Maya and what it means for the future.,Chichen Itza,"(20.6843, -88.5678)",25/06/2023 22:02,alexisjenkins,Positive
I'm optimistic about the local community involvement in the Tren Maya and its role in Mexico's development.,Valladolid,"(20.6886, -88.2025)",28/01/2023 19:03,anthonydoris,Positive
I'm doubtful about the long-term benefits of the Tren Maya and what it means for the future.,Merida,"(20.9674, -89.5926)",06/04/2023 23:58,jeffrey93,Neutral
I'm uncertain about the design and route of the Tren Maya and its influence on local culture.,Tulum,"(20.2114, -87.4654)",30/01/2023 16:03,jamielloyd,Negative
I'm fascinated by the funding and investments for the Tren Maya and its possible global significance.,Valladolid,"(20.6886, -88.2025)",11/09/2023 01:38,teresasherman,Positive
I'm curious about how the local community involvement in the Tren Maya and what it means for the future.,Campeche,"(19.8454, -90.5237)",15/11/2023 06:16,vargasalexis,Positive
I have concerns regarding the funding and investments for the Tren Maya and the opportunities it presents.,Merida,"(20.9674, -89.5926)",30/10/2023 13:42,jacksonjennifer,Positive
I'm excited for the economic impact of the Tren Maya and its potential for change.,Chichen Itza,"(20.6843, -88.5678)",14/09/2023 15:06,parkerkelly,Positive
I'm cautious about the economic impact of the Tren Maya and its potential for change.,Playa del Carmen,"(20.6296, -87.0739)",03/10/2023 14:33,christine01,Negative
I'm fascinated by the funding and investments for the Tren Maya and its impact on local wildlife.,Valladolid,"(20.6886, -88.2025)",13/07/2023 19:21,sarahwatson,Positive
I'm excited for the long-term benefits of the Tren Maya and its role in Mexico's development.,Tulum,"(20.2114, -87.4654)",11/04/2023 16:50,barrettaustin,Positive
I have concerns regarding the environmental sustainability of the Tren Maya and its effects on the region.,Merida,"(20.9674, -89.5926)",09/04/2023 07:48,derek49,Neutral
I'm uncertain about the cultural significance of the Tren Maya and how it might change travel.,Chichen Itza,"(20.6843, -88.5678)",24/06/2023 21:35,hgarcia,Neutral
I wonder about the long-term benefits of the Tren Maya and its effects on the region.,Cancun,"(21.1619, -86.8515)",12/01/2023 21:49,wendywatson,Positive
I'm optimistic about the local community involvement in the Tren Maya and its influence on local culture.,Campeche,"(19.8454, -90.5237)",23/10/2023 04:34,crogers,Positive
I'm curious about how the environmental sustainability of the Tren Maya and its effects on the region.,Playa del Carmen,"(20.6296, -87.0739)",11/02/2023 14:36,garyshelton,Positive
I'm critical of the tourism potential of the Tren Maya and its potential for change.,Chichen Itza,"(20.6843, -88.5678)",19/07/2023 04:33,carterrandall,Negative
I have concerns regarding the construction process of the Tren Maya and its potential for change.,Playa del Carmen,"(20.6296, -87.0739)",08/06/2023 13:08,jaypatterson,Neutral
I'm optimistic about the design and route of the Tren Maya and the challenges it faces.,Tulum,"(20.2114, -87.4654)",17/03/2023 16:57,jonathanwhite,Positive
I'm critical of the design and route of the Tren Maya and its role in Mexico's development.,Cancun,"(21.1619, -86.8515)",10/04/2023 15:03,lisa88,Negative
I'm excited for the long-term benefits of the Tren Maya and its potential for change.,Bacalar,"(18.6783, -88.3926)",24/09/2023 20:05,cindy81,Positive
I'm impressed by the cultural significance of the Tren Maya and its role in Mexico's development.,Merida,"(20.9674, -89.5926)",18/06/2023 03:06,sarah95,Positive
I'm curious about how the local community involvement in the Tren Maya and its potential for change.,Cancun,"(21.1619, -86.8515)",07/09/2023 08:33,aharris,Positive
I have concerns regarding the construction process of the Tren Maya and the challenges it faces.,Tulum,"(20.2114, -87.4654)",30/08/2023 18:45,staceycherry,Neutral
I'm excited for the economic impact of the Tren Maya and its potential for change.,Campeche,"(19.8454, -90.5237)",10/04/2023 18:05,lawrencewilliamson,Positive
I'm critical of the economic impact of the Tren Maya and what it means for the future.,Playa del Carmen,"(20.6296, -87.0739)",04/10/2023 14:19,greendarryl,Negative
I'm supportive of the tourism potential of the Tren Maya and what it means for the future.,Playa del Carmen,"(20.6296, -87.0739)",27/11/2023 19:35,jamesowens,Positive
I'm cautious about the long-term benefits of the Tren Maya and its influence on local culture.,Playa del Carmen,"(20.6296, -87.0739)",28/05/2023 09:03,khernandez,Positive
I'm uncertain about the environmental sustainability of the Tren Maya and its role in Mexico's development.,Bacalar,"(18.6783, -88.3926)",15/09/2023 12:15,lpreston,Negative
I'm doubtful about the design and route of the Tren Maya and its possible global significance.,Campeche,"(19.8454, -90.5237)",05/01/2023 23:52,millerryan,Neutral
I'm critical of the local community involvement in the Tren Maya and the challenges it faces.,Cancun,"(21.1619, -86.8515)",31/10/2023 18:31,rellis,Negative
I'm cautious about the local community involvement in the Tren Maya and the opportunities it presents.,Campeche,"(19.8454, -90.5237)",02/11/2023 19:46,butlerlaurie,Positive
I'm fascinated by the economic impact of the Tren Maya and its role in Mexico's development.,Merida,"(20.9674, -89.5926)",15/08/2023 16:13,efoster,Positive
I wonder about the cultural significance of the Tren Maya and its possible global significance.,Valladolid,"(20.6886, -88.2025)",02/08/2023 23:35,vford,Positive
I'm cautious about the funding and investments for the Tren Maya and its impact on local wildlife.,Cancun,"(21.1619, -86.8515)",16/07/2023 09:11,jeremiah53,Negative
I wonder about the environmental sustainability of the Tren Maya and what it means for the future.,Valladolid,"(20.6886, -88.2025)",24/09/2023 19:44,ycastro,Neutral
I'm excited for the construction process of the Tren Maya and its role in Mexico's development.,Merida,"(20.9674, -89.5926)",17/03/2023 13:04,schultzjuan,Positive
I'm impressed by the economic impact of the Tren Maya and its role in Mexico's development.,Tulum,"(20.2114, -87.4654)",10/03/2023 23:47,michaelweber,Positive
I'm cautious about the design and route of the Tren Maya and its effects on the region.,Cancun,"(21.1619, -86.8515)",19/08/2023 11:34,ashleydaniel,Negative
I wonder about the construction process of the Tren Maya and its possible global significance.,Playa del Carmen,"(20.6296, -87.0739)",10/06/2023 09:28,sanderssarah,Positive
I'm excited for the design and route of the Tren Maya and its possible global significance.,Playa del Carmen,"(20.6296, -87.0739)",27/08/2023 05:15,burgessnina,Positive
I'm cautious about the funding and investments for the Tren Maya and its potential for change.,Chichen Itza,"(20.6843, -88.5678)",29/08/2023 11:21,whiteholly,Negative
I'm excited for the funding and investments for the Tren Maya and its effects on the region.,Merida,"(20.9674, -89.5926)",20/10/2023 23:15,anthonyrandolph,Positive
I'm doubtful about the economic impact of the Tren Maya and its possible global significance.,Bacalar,"(18.6783, -88.3926)",20/08/2023 13:31,villanuevalogan,Neutral
I'm uncertain about the cultural significance of the Tren Maya and its possible global significance.,Tulum,"(20.2114, -87.4654)",16/05/2023 01:11,julie53,Positive
I'm cautious about the environmental sustainability of the Tren Maya and what it means for the future.,Merida,"(20.9674, -89.5926)",10/02/2023 20:23,bakerjeffrey,Negative
I'm excited for the local community involvement in the Tren Maya and the challenges it faces.,Campeche,"(19.8454, -90.5237)",18/02/2023 05:00,david28,Positive
I'm supportive of the long-term benefits of the Tren Maya and its effects on the region.,Campeche,"(19.8454, -90.5237)",01/03/2023 16:23,crystal10,Positive
I wonder about the construction process of the Tren Maya and its influence on local culture.,Bacalar,"(18.6783, -88.3926)",09/04/2023 21:57,bridget87,Neutral
I'm uncertain about the design and route of the Tren Maya and the challenges it faces.,Cancun,"(21.1619, -86.8515)",28/01/2023 16:52,znorman,Negative
I'm impressed by the environmental sustainability of the Tren Maya and how it might change travel.,Playa del Carmen,"(20.6296, -87.0739)",08/10/2023 11:42,patricia49,Positive
I'm doubtful about the economic impact of the Tren Maya and its influence on local culture.,Chichen Itza,"(20.6843, -88.5678)",03/08/2023 01:29,billybaker,Negative
I'm fascinated by the design and route of the Tren Maya and how it might change travel.,Playa del Carmen,"(20.6296, -87.0739)",09/08/2023 10:18,ogill,Positive
I'm fascinated by the environmental sustainability of the Tren Maya and the challenges it faces.,Cancun,"(21.1619, -86.8515)",30/08/2023 01:18,davidyork,Positive
I'm fascinated by the local community involvement in the Tren Maya and its effects on the region.,Bacalar,"(18.6783, -88.3926)",01/09/2023 09:35,lauren50,Positive
I'm curious about how the environmental sustainability of the Tren Maya and its possible global significance.,Playa del Carmen,"(20.6296, -87.0739)",06/01/2023 23:31,michaelsullivan,Positive
I'm critical of the environmental sustainability of the Tren Maya and what it means for the future.,Campeche,"(19.8454, -90.5237)",02/02/2023 05:16,webertrevor,Negative
I'm fascinated by the environmental sustainability of the Tren Maya and its impact on local wildlife.,Bacalar,"(18.6783, -88.3926)",02/01/2023 05:01,leejohn,Positive
I'm impressed by the environmental sustainability of the Tren Maya and its effects on the region.,Campeche,"(19.8454, -90.5237)",06/05/2023 07:38,robert93,Positive
I'm cautious about the design and route of the Tren Maya and its role in Mexico's development.,Campeche,"(19.8454, -90.5237)",09/07/2023 17:48,pellis,Negative
I'm fascinated by the long-term benefits of the Tren Maya and its role in Mexico's development.,Merida,"(20.9674, -89.5926)",30/08/2023 10:57,travis73,Positive
I'm impressed by the tourism potential of the Tren Maya and what it means for the future.,Campeche,"(19.8454, -90.5237)",24/02/2023 04:29,kristenrussell,Positive
I'm doubtful about the economic impact of the Tren Maya and how it might change travel.,Cancun,"(21.1619, -86.8515)",11/03/2023 21:11,ihughes,Negative
I have concerns regarding the long-term benefits of the Tren Maya and its impact on local wildlife.,Cancun,"(21.1619, -86.8515)",06/06/2023 18:55,juangraham,Positive
I'm fascinated by the long-term benefits of the Tren Maya and what it means for the future.,Tulum,"(20.2114, -87.4654)",07/10/2023 09:42,iadams,Positive
I'm optimistic about the tourism potential of the Tren Maya and what it means for the future.,Cancun,"(21.1619, -86.8515)",02/10/2023 16:50,mharris,Positive
I'm excited for the local community involvement in the Tren Maya and its possible global significance.,Valladolid,"(20.6886, -88.2025)",07/11/2023 05:25,griffinkathryn,Positive
I'm doubtful about the long-term benefits of the Tren Maya and its possible global significance.,Cancun,"(21.1619, -86.8515)",22/03/2023 06:18,jenniferwilson,Positive
I'm optimistic about the long-term benefits of the Tren Maya and what it means for the future.,Cancun,"(21.1619, -86.8515)",02/07/2023 02:08,robinsonjustin,Positive
I have concerns regarding the construction process of the Tren Maya and the opportunities it presents.,Merida,"(20.9674, -89.5926)",15/07/2023 01:34,belinda22,Positive
I'm critical of the design and route of the Tren Maya and what it means for the future.,Campeche,"(19.8454, -90.5237)",01/06/2023 09:08,courtney75,Negative
I'm supportive of the economic impact of the Tren Maya and the opportunities it presents.,Tulum,"(20.2114, -87.4654)",14/04/2023 12:26,joneskylie,Positive
I wonder about the cultural significance of the Tren Maya and what it means for the future.,Cancun,"(21.1619, -86.8515)",17/10/2023 14:39,vasquezdylan,Positive
I'm excited for the funding and investments for the Tren Maya and its possible global significance.,Bacalar,"(18.6783, -88.3926)",22/08/2023 11:01,qrichards,Positive
I'm optimistic about the tourism potential of the Tren Maya and its possible global significance.,Bacalar,"(18.6783, -88.3926)",28/08/2023 09:29,bterry,Positive
I have concerns regarding the long-term benefits of the Tren Maya and its role in Mexico's development.,Campeche,"(19.8454, -90.5237)",24/03/2023 23:45,ebutler,Positive
I'm cautious about the funding and investments for the Tren Maya and what it means for the future.,Tulum,"(20.2114, -87.4654)",10/02/2023 05:36,ahamilton,Negative
I'm uncertain about the cultural significance of the Tren Maya and its influence on local culture.,Chichen Itza,"(20.6843, -88.5678)",11/10/2023 04:28,jensenjustin,Neutral
I wonder about the economic impact of the Tren Maya and its influence on local culture.,Tulum,"(20.2114, -87.4654)",19/08/2023 13:20,margaret64,Neutral
I wonder about the long-term benefits of the Tren Maya and its influence on local culture.,Bacalar,"(18.6783, -88.3926)",19/04/2023 20:57,kelleykristin,Positive
I'm fascinated by the long-term benefits of the Tren Maya and its role in Mexico's development.,Playa del Carmen,"(20.6296, -87.0739)",01/08/2023 01:11,ashannon,Positive
I'm cautious about the tourism potential of the Tren Maya and what it means for the future.,Bacalar,"(18.6783, -88.3926)",16/10/2023 01:06,bcarson,Negative
I have concerns regarding the funding and investments for the Tren Maya and its impact on local wildlife.,Tulum,"(20.2114, -87.4654)",31/07/2023 20:42,jefferyhernandez,Neutral
I'm curious about how the tourism potential of the Tren Maya and its effects on the region.,Campeche,"(19.8454, -90.5237)",05/08/2023 23:04,samanthaoliver,Positive
I'm supportive of the cultural significance of the Tren Maya and its effects on the region.,Tulum,"(20.2114, -87.4654)",04/04/2023 09:16,mayshannon,Positive
I'm optimistic about the construction process of the Tren Maya and its possible global significance.,Cancun,"(21.1619, -86.8515)",12/10/2023 09:46,jamesellis,Positive
I'm cautious about the economic impact of the Tren Maya and how it might change travel.,Cancun,"(21.1619, -86.8515)",11/04/2023 18:28,cynthiaaustin,Negative
I'm cautious about the local community involvement in the Tren Maya and its effects on the region.,Playa del Carmen,"(20.6296, -87.0739)",12/07/2023 19:46,hillrobert,Negative
I have concerns regarding the design and route of the Tren Maya and its role in Mexico's development.,Playa del Carmen,"(20.6296, -87.0739)",22/07/2023 13:55,pskinner,Neutral
I'm impressed by the environmental sustainability of the Tren Maya and what it means for the future.,Playa del Carmen,"(20.6296, -87.0739)",10/10/2023 18:29,nguyenrebecca,Positive
I wonder about the local community involvement in the Tren Maya and its role in Mexico's development.,Campeche,"(19.8454, -90.5237)",05/07/2023 04:33,christinajacobson,Neutral
I'm uncertain about the funding and investments for the Tren Maya and its influence on local culture.,Cancun,"(21.1619, -86.8515)",11/07/2023 20:04,thomasrodriguez,Negative
I'm optimistic about the economic impact of the Tren Maya and its influence on local culture.,Tulum,"(20.2114, -87.4654)",25/10/2023 12:37,zbeck,Positive
I have concerns regarding the long-term benefits of the Tren Maya and its potential for change.,Tulum,"(20.2114, -87.4654)",20/06/2023 19:59,jill93,Positive
I'm optimistic about the cultural significance of the Tren Maya and its role in Mexico's development.,Playa del Carmen,"(20.6296, -87.0739)",19/01/2023 00:15,fmurray,Positive
I'm curious about how the long-term benefits of the Tren Maya and its potential for change.,Tulum,"(20.2114, -87.4654)",02/05/2023 01:58,cmorris,Positive
I'm critical of the tourism potential of the Tren Maya and its effects on the region.,Campeche,"(19.8454, -90.5237)",02/08/2023 18:11,douglasyoung,Negative
I wonder about the environmental sustainability of the Tren Maya and its impact on local wildlife.,Bacalar,"(18.6783, -88.3926)",17/04/2023 16:16,herrerashannon,Neutral
I'm fascinated by the funding and investments for the Tren Maya and its role in Mexico's development.,Cancun,"(21.1619, -86.8515)",11/03/2023 00:07,smithalicia,Positive
I'm uncertain about the long-term benefits of the Tren Maya and its impact on local wildlife.,Merida,"(20.9674, -89.5926)",15/02/2023 03:11,xdavis,Positive
I'm doubtful about the environmental sustainability of the Tren Maya and the opportunities it presents.,Merida,"(20.9674, -89.5926)",22/02/2023 13:29,mccarthyrebecca,Neutral
I'm curious about how the economic impact of the Tren Maya and its role in Mexico's development.,Playa del Carmen,"(20.6296, -87.0739)",10/07/2023 09:50,karen57,Positive
I'm curious about how the funding and investments for the Tren Maya and the opportunities it presents.,Cancun,"(21.1619, -86.8515)",14/08/2023 05:33,christopher14,Positive
I'm uncertain about the construction process of the Tren Maya and its potential for change.,Valladolid,"(20.6886, -88.2025)",25/06/2023 12:26,robert22,Negative
I'm critical of the cultural significance of the Tren Maya and its impact on local wildlife.,Tulum,"(20.2114, -87.4654)",30/01/2023 23:07,bankstracy,Neutral
I'm supportive of the economic impact of the Tren Maya and the challenges it faces.,Campeche,"(19.8454, -90.5237)",23/05/2023 03:24,dwood,Positive
I'm cautious about the local community involvement in the Tren Maya and its effects on the region.,Cancun,"(21.1619, -86.8515)",07/09/2023 03:53,carolyn25,Negative
I'm doubtful about the cultural significance of the Tren Maya and its role in Mexico's development.,Tulum,"(20.2114, -87.4654)",04/06/2023 00:54,davidlee,Neutral
I'm cautious about the design and route of the Tren Maya and its effects on the region.,Campeche,"(19.8454, -90.5237)",25/06/2023 14:41,michaelwilson,Negative
I wonder about the design and route of the Tren Maya and its role in Mexico's development.,Campeche,"(19.8454, -90.5237)",23/06/2023 05:10,ryan89,Neutral
I'm impressed by the environmental sustainability of the Tren Maya and how it might change travel.,Valladolid,"(20.6886, -88.2025)",28/07/2023 18:07,carterdonald,Positive
I'm critical of the economic impact of the Tren Maya and its potential for change.,Bacalar,"(18.6783, -88.3926)",18/07/2023 19:17,mmurphy,Negative
I'm uncertain about the design and route of the Tren Maya and its role in Mexico's development.,Bacalar,"(18.6783, -88.3926)",20/03/2023 09:08,simmonsmathew,Negative
I'm cautious about the construction process of the Tren Maya and its potential for change.,Bacalar,"(18.6783, -88.3926)",29/10/2023 05:56,penningtonmelissa,Negative
I wonder about the tourism potential of the Tren Maya and how it might change travel.,Bacalar,"(18.6783, -88.3926)",16/01/2023 21:12,michaelrogers,Neutral
I'm impressed by the environmental sustainability of the Tren Maya and the challenges it faces.,Cancun,"(21.1619, -86.8515)",12/10/2023 09:11,eserrano,Positive
I'm critical of the cultural significance of the Tren Maya and what it means for the future.,Cancun,"(21.1619, -86.8515)",19/11/2023 14:16,scotthawkins,Neutral
I'm uncertain about the environmental sustainability of the Tren Maya and the challenges it faces.,Tulum,"(20.2114, -87.4654)",27/01/2023 06:36,jefferystevens,Negative
I'm impressed by the construction process of the Tren Maya and its role in Mexico's development.,Tulum,"(20.2114, -87.4654)",20/08/2023 14:36,patrickclements,Positive
I'm excited for the design and route of the Tren Maya and how it might change travel.,Merida,"(20.9674, -89.5926)",18/01/2023 01:17,hollywilkinson,Positive
I'm curious about how the long-term benefits of the Tren Maya and the opportunities it presents.,Campeche,"(19.8454, -90.5237)",21/02/2023 05:05,thomasgrace,Positive
I'm fascinated by the design and route of the Tren Maya and its role in Mexico's development.,Bacalar,"(18.6783, -88.3926)",12/04/2023 14:50,romandavid,Positive
I have concerns regarding the design and route of the Tren Maya and the opportunities it presents.,Merida,"(20.9674, -89.5926)",11/05/2023 18:16,samuel58,Positive
I'm critical of the local community involvement in the Tren Maya and its effects on the region.,Merida,"(20.9674, -89.5926)",20/04/2023 07:20,hjohnson,Negative
I'm supportive of the local community involvement in the Tren Maya and what it means for the future.,Campeche,"(19.8454, -90.5237)",26/03/2023 12:45,longdanielle,Positive
I have concerns regarding the economic impact of the Tren Maya and its potential for change.,Bacalar,"(18.6783, -88.3926)",13/10/2023 15:07,nancy94,Neutral
I'm impressed by the tourism potential of the Tren Maya and the challenges it faces.,Chichen Itza,"(20.6843, -88.5678)",01/08/2023 02:57,nataliehernandez,Positive
I'm impressed by the local community involvement in the Tren Maya and its impact on local wildlife.,Chichen Itza,"(20.6843, -88.5678)",24/07/2023 08:48,garciabrenda,Positive
I'm supportive of the environmental sustainability of the Tren Maya and its influence on local culture.,Tulum,"(20.2114, -87.4654)",06/01/2023 06:40,trevor12,Positive
I'm cautious about the long-term benefits of the Tren Maya and its role in Mexico's development.,Playa del Carmen,"(20.6296, -87.0739)",21/03/2023 02:03,xwilson,Positive
I'm cautious about the design and route of the Tren Maya and its possible global significance.,Tulum,"(20.2114, -87.4654)",27/11/2023 05:29,donnalittle,Positive
I have concerns regarding the long-term benefits of the Tren Maya and its impact on local wildlife.,Playa del Carmen,"(20.6296, -87.0739)",04/02/2023 17:29,robert82,Positive
I'm excited for the cultural significance of the Tren Maya and its effects on the region.,Bacalar,"(18.6783, -88.3926)",09/06/2023 23:48,christian10,Positive
I'm optimistic about the environmental sustainability of the Tren Maya and the challenges it faces.,Cancun,"(21.1619, -86.8515)",23/06/2023 17:26,tracy70,Positive
I'm curious about how the funding and investments for the Tren Maya and its possible global significance.,Campeche,"(19.8454, -90.5237)",11/04/2023 23:58,jdiaz,Positive
I'm impressed by the environmental sustainability of the Tren Maya and its possible global significance.,Playa del Carmen,"(20.6296, -87.0739)",04/11/2023 12:58,lisawhite,Positive
I'm supportive of the economic impact of the Tren Maya and the opportunities it presents.,Chichen Itza,"(20.6843, -88.5678)",03/02/2023 21:24,mary64,Positive
I'm doubtful about the construction process of the Tren Maya and its impact on local wildlife.,Cancun,"(21.1619, -86.8515)",08/04/2023 10:35,bhernandez,Negative
I'm doubtful about the design and route of the Tren Maya and its impact on local wildlife.,Valladolid,"(20.6886, -88.2025)",08/07/2023 12:10,meganhughes,Negative
I'm uncertain about the funding and investments for the Tren Maya and how it might change travel.,Chichen Itza,"(20.6843, -88.5678)",15/05/2023 18:32,luis33,Negative
I'm excited for the tourism potential of the Tren Maya and its effects on the region.,Campeche,"(19.8454, -90.5237)",26/05/2023 09:47,paul96,Positive
I wonder about the long-term benefits of the Tren Maya and what it means for the future.,Tulum,"(20.2114, -87.4654)",31/05/2023 10:21,dnorton,Positive
I'm doubtful about the construction process of the Tren Maya and its impact on local wildlife.,Cancun,"(21.1619, -86.8515)",18/03/2023 20:02,ryu,Negative
I'm supportive of the construction process of the Tren Maya and its impact on local wildlife.,Cancun,"(21.1619, -86.8515)",04/06/2023 15:50,cwalker,Positive
I'm uncertain about the economic impact of the Tren Maya and its role in Mexico's development.,Cancun,"(21.1619, -86.8515)",23/02/2023 23:50,tylerdennis,Negative
I'm cautious about the cultural significance of the Tren Maya and its impact on local wildlife.,Tulum,"(20.2114, -87.4654)",08/10/2023 22:10,brittney85,Positive
I have concerns regarding the economic impact of the Tren Maya and what it means for the future.,Playa del Carmen,"(20.6296, -87.0739)",20/09/2023 16:54,todd58,Neutral
I'm optimistic about the tourism potential of the Tren Maya and how it might change travel.,Tulum,"(20.2114, -87.4654)",11/02/2023 02:22,nfrancis,Positive
I have concerns regarding the design and route of the Tren Maya and its effects on the region.,Chichen Itza,"(20.6843, -88.5678)",20/06/2023 17:15,yreyes,Neutral
I'm fascinated by the tourism potential of the Tren Maya and how it might change travel.,Tulum,"(20.2114, -87.4654)",07/01/2023 01:56,vramos,Positive
I'm excited for the environmental sustainability of the Tren Maya and the opportunities it presents.,Merida,"(20.9674, -89.5926)",18/10/2023 05:47,austin15,Positive
I'm supportive of the local community involvement in the Tren Maya and the opportunities it presents.,Cancun,"(21.1619, -86.8515)",29/10/2023 11:39,fitzpatrickbrent,Positive
I'm supportive of the long-term benefits of the Tren Maya and the challenges it faces.,Merida,"(20.9674, -89.5926)",11/11/2023 19:23,huangdaniel,Positive
I'm cautious about the construction process of the Tren Maya and its effects on the region.,Bacalar,"(18.6783, -88.3926)",27/05/2023 21:13,villalisa,Negative
I wonder about the funding and investments for the Tren Maya and its influence on local culture.,Valladolid,"(20.6886, -88.2025)",21/10/2023 06:53,bhernandez,Neutral
I'm critical of the tourism potential of the Tren Maya and its possible global significance.,Chichen Itza,"(20.6843, -88.5678)",26/10/2023 20:38,burgesstammy,Neutral
I'm uncertain about the environmental sustainability of the Tren Maya and its possible global significance.,Merida,"(20.9674, -89.5926)",18/03/2023 10:52,ramseyricky,Neutral
I'm doubtful about the funding and investments for the Tren Maya and what it means for the future.,Tulum,"(20.2114, -87.4654)",23/05/2023 18:47,msmith,Negative
I'm supportive of the economic impact of the Tren Maya and its effects on the region.,Valladolid,"(20.6886, -88.2025)",08/06/2023 02:41,sarah42,Positive
I'm impressed by the cultural significance of the Tren Maya and what it means for the future.,Chichen Itza,"(20.6843, -88.5678)",26/08/2023 03:56,mendozaalexis,Positive
